order_id,transaction_date,customer_name,region,sales_rep,product_name,category,quantity,unit_price,subtotal,discount_percent,discount_amount,total_amount,sales_cycle_days,status
ORD-2023-04573,2/19/2023,Davis-Lozano,,Maria Montgomery,Keyboard Elite,Electronics,6,"$1,685.56 ",10113.36,10,1011.34,9102.02,72,Completed
ORD-2022-05024,12/4/2022,Kelly-Santiago,West,Joshua Walker,Office Chair,Furniture,4,203.56,814.24,,0,814.24,33,Completed
ORD-2024-07315,7/9/2024,Hughes-Alvarado,Central,Debra Gardner,Bookshelf,Furniture,1,552.66,552.66,0,0,552.66,50,COMPLETED
ORD-2024-02046,2/24/2024,"Tapia, Vaughn and Lee",Central,Debra Gardner,Standing Desk,Furniture,8,1078.94,8631.52,10,863.15,7768.37,11,Completed
ORD-2023-04510,12/26/2023,"Washington, Hardy and Bray",Central,Joshua Walker,Stapler Pro,Office Supplies,15,75.2,1128,0,0,1128,84,COMPLETED
ORD-2024-03741,5/5/2024,"Ross, Robinson and Bright",East,Christopher Hall,Pen Set,Office Supplies,4,$78.91 ,315.64,15,47.35,268.29,79,Completed
ORD-2022-10859,24/06/2022,"Carlson, Hooper and Wall",South,Debra Gardner,Desktop Station,Electronics,4,"$2,207.65 ",8830.6,20,1766.12,7064.48,21,Completed
ORD-2022-10133,6/13/2022,"Johnston, Sanchez and Kennedy",,Christopher Davis,Stapler Pro,Office Supplies,6,50.83,304.98,0,0,304.98,52,COMPLETED
ORD-2023-08079,1/12/2023,Brown-Copeland,Central,Michelle Ray,Standing Desk,Furniture,2,354.18,708.36,0,0,708.36,44,Completed
ORD-2022-04613,5/4/2022,"Diaz, Gibbs and Smith",North,Jeffery Wagner,Conference Table,Furniture,9,336.31,3026.79,15,454.02,2572.77,24,Completed
ORD-2022-02697,22/07/2022,"Harris, Collins and Carney",,Danielle Johnson,Keyboard Elite,Electronics,5,"$2,175.71 ",10878.55,15,1631.78,9246.77,73,CANCELLED
ORD-2023-06175,9/20/2023,"Kelley, Nguyen and Vang",East,Christopher Davis,Laptop Pro,Electronics,10,2260.66,22606.6,0,0,22606.6,66,Completed
ORD-2022-04000,12/8/2022,"Booker, Jones and Harrington",South,Jeffery Wagner,Office Chair,Furniture,44,1438.88,63310.72,15,9496.61,53814.11,22,COMPLETED
ORD-2022-09902,9/23/2022,Rodriguez-Graham,West,Janet Williams,Bookshelf,Furniture,7,1323.9,9267.3,0,0,9267.3,66,Completed
ORD-2024-04197,12/11/2024,Mitchell-Jordan,North,Christopher Hall,Conference Table,Furniture,25,205.94,5148.5,10,514.85,4633.65,51,Completed
ORD-2022-10828,5/4/2022,Schmidt PLC,South,Christopher Hall,Stapler Pro,Office Supplies,1,84.05,84.05,0,0,84.05,15,Completed
ORD-2023-10760,4/18/2023,"Phillips, Wagner and Jordan",South,Christopher Hall,"Monitor 27""",Electronics,3,982.22,2946.66,0,0,2946.66,70,Completed
ORD-2022-03065,20/09/2022,Richards-Carson,West,Danielle Johnson,Desktop Station,Electronics,-4,876.59,3506.36,0,0,3506.36,39,Completed
ORD-2024-09645,24/07/2024,King-Miller,Central,Christopher Hall,Notebook Pack,Office Supplies,10,34.14,341.4,0,0,341.4,32,Completed
ORD-2023-10100,4/20/2023,,Central,Lindsay Blair,Bookshelf,Furniture,8,1798.64,14389.12,0,0,14389.12,5,Cancelled
ORD-2023-08475,31/10/2023,Boone LLC,Central,Danielle Johnson,Standing Desk,Furniture,1,$859.86 ,859.86,20,171.97,687.89,20,Completed
ORD-2022-07170,2/25/2022,Yu Inc,South,Christopher Hall,"Monitor 27""",Electronics,9,1696.36,15267.24,10,1526.72,13740.52,,Completed
ORD-2023-01593,3/11/2023,Meadows PLC,North,Lisa Smith,Laptop Pro,Electronics,5,1655.45,8277.25,20,1655.45,6621.8,65,Completed
ORD-2022-10700,12/1/2022,Miller Ltd,South,Patricia Miller,Conference Table,Furniture,4,752.32,3009.28,15,451.39,2557.89,73,CANCELLED
ORD-2022-01845,27/07/2022,Navarro-Munoz,Central,Christopher Davis,Wireless Mouse,Electronics,3,1943,5829,0,0,5829,11,Completed
ORD-2024-04454,1/10/2024,"Farmer, Dorsey and Bell",North,Cynthia Diaz,Conference Table,Furniture,9,$301.08 ,2709.72,0,0,2709.72,1,Completed
ORD-2022-07424,2/14/2022,Li-Thompson,West,Linda Wolfe,Calculator,Office Supplies,9,83.32,749.88,20,149.98,599.9,,COMPLETED
ORD-2022-03396,11/22/2022,Frank-Bradley,South,Matthew Moore,"Monitor 27""",Electronics,2,581.38,1162.76,10,116.28,1046.48,85,Cancelled
ORD-2024-06723,22/05/2024,Rodriguez-Hall,West,Jeffrey Lawrence,Stapler Pro,Office Supplies,1,$118.26 ,118.26,20,23.65,94.61,16,Completed
ORD-2022-01304,1/17/2022,,South,Lindsay Blair,Pen Set,Office Supplies,7,$58.10 ,406.7,15,61,345.7,30,Completed
ORD-2023-06295,2/1/2023,Lee-Davis,East,Debra Gardner,Calculator,Office Supplies,9,90.72,816.48,5,40.82,775.66,,COMPLETED
ORD-2023-10579,8/7/2023,Gonzalez Group,Central,Danielle Johnson,Bookshelf,Furniture,3,777.89,2333.67,10,233.37,2100.3,20,Completed
ORD-2022-07859,1/31/2022,White-Lewis,Central,Susan Rogers,Stapler Pro,Office Supplies,9,36.89,332.01,5,16.6,315.41,75,Completed
ORD-2022-07328,8/11/2022,,North,Michelle Ray,Stapler Pro,Office Supplies,3,66.76,200.28,15,30.04,170.24,39,COMPLETED
ORD-2024-06982,18/12/2024,Chambers and Sons,North,Debra Gardner,Laptop Pro,Electronics,1,192.23,192.23,20,38.45,153.78,8,Completed
ORD-2022-09563,10/23/2022,Rowe Group,South,Cynthia Diaz,Paper Ream,Office Supplies,10,25.54,255.4,0,0,255.4,1,Completed
ORD-2022-07141,7/25/2022,"Thomas, Murray and King",South,Joshua Walker,Wireless Mouse,Electronics,32,335.42,10733.44,10,1073.34,9660.1,74,Completed
ORD-2024-08056,11/2/2024,Walsh LLC,Central,Cynthia Diaz,Paper Ream,Office Supplies,6,138.54,831.24,15,124.69,706.55,45,Completed
ORD-2022-10172,4/8/2022,Smith-Bell,North,Susan Rogers,"Monitor 27""",Electronics,10,2087.12,20871.2,10,2087.12,18784.08,27,Completed
ORD-2023-05715,2/19/2023,Martinez-Dudley,East,Joshua Walker,Laptop Pro,Electronics,7,2346.2,16423.4,0,0,16423.4,15,Completed
ORD-2022-02554,10/25/2022,"Kim, Gonzales and Mills",Central,Robert Johnson,Bookshelf,Furniture,3,746.64,2239.92,20,447.98,1791.94,27,COMPLETED
ORD-2023-05939,6/8/2023,Tran Inc,North,Maria Montgomery,Stapler Pro,Office Supplies,8,135.46,1083.68,0,0,1083.68,11,Completed
ORD-2023-01477,7/19/2023,Hancock and Sons,Central,Lindsay Blair,Paper Ream,Office Supplies,9,$65.64 ,590.76,20,118.15,472.61,48,Completed
ORD-2023-05277,31/03/2023,Smith-Frost,South,Linda Wolfe,Wireless Mouse,Electronics,5,"$2,186.23 ",10931.15,0,0,10931.15,76,Completed
ORD-2022-08590,2/24/2022,,South,Jill Rhodes,Keyboard Elite,Electronics,2,1959.76,3919.52,0,0,3919.52,17,Completed
ORD-2024-05679,1/15/2024,Salazar-Ball,Central,Craig Ramirez,Conference Table,Furniture,6,1102.01,6612.06,20,1322.41,5289.65,30,Completed
ORD-2022-04918,12/7/2022,"Adams, Christian and Rivas",South,Jeremy Roberts,Standing Desk,Furniture,4,$738.53 ,2954.12,10,295.41,2658.71,5,Completed
ORD-2022-02326,12/30/2022,Nolan and Sons,West,Janet Williams,Standing Desk,Furniture,6,661.45,3968.7,20,793.74,3174.96,88,Completed
ORD-2022-03588,2/10/2022,"Gallegos, Adams and White",West,Susan Rogers,Stapler Pro,Office Supplies,8,123.18,985.44,0,0,985.44,77,Completed
ORD-2022-04851,10/4/2022,Chandler-Edwards,East,Jeffery Wagner,Conference Table,Furniture,8,1447.75,11582,5,579.1,11002.9,80,Completed
ORD-2024-09968,10/20/2024,Davis Group,Nrth,Linda Wolfe,Pen Set,Office Supplies,2,16.33,32.66,0,0,32.66,47,Completed
ORD-2023-07051,5/29/2023,Meadows PLC,South,Jeffery Wagner,Calculator,Office Supplies,1,39.63,39.63,0,0,39.63,7,Completed
ORD-2024-05875,3/3/2024,Williams-Brown,East,Jeffrey Lawrence,Stapler Pro,Office Supplies,8,$96.77 ,774.16,0,0,774.16,3,Completed
ORD-2022-10691,19/04/2022,"Hoffman, Santiago and Jenkins",Central,Lisa Smith,Wireless Mouse,Electronics,6,213.76,1282.56,,64.13,1218.43,48,Completed
ORD-2023-10826,10/12/2023,"Alvarez, Joseph and West",South,Michelle Ray,Filing Cabinet,Furniture,4,1584.45,6337.8,10,633.78,5704.02,57,Completed
ORD-2022-02990,7/11/2022,"Brown, Harris and Dougherty",West,Joshua Walker,  Standing Desk  ,Furniture,5,"$1,047.90 ",5239.5,10,523.95,4715.55,55,Completed
ORD-2022-06065,3/18/2022,Atkins PLC,South,Susan Rogers,Stapler Pro,Office Supplies,2,70.14,140.28,15,21.04,119.24,31,Completed
ORD-2022-07074,5/23/2022,Baxter Inc,Central,Nicholas Arnold,Laptop Pro,Electronics,6,2396.49,14378.94,5,718.95,13659.99,78,Completed
ORD-2024-03812,7/4/2024,Wilkerson-Day,South,Janet Williams,Filing Cabinet,Furniture,8,1536.43,12291.44,0,0,12291.44,19,Completed
ORD-2024-06785,6/4/2024,"Patterson, Smith and Jones",Central,Patricia Miller,Filing Cabinet,Furniture,2,1569.84,3139.68,10,313.97,2825.71,20,Completed
ORD-2023-09860,11/25/2023,Frank-Bradley,East,Melanie Munoz,Pen Set,Office Supplies,10,62.67,626.7,0,0,626.7,89,Completed
ORD-2022-10997,6/5/2022,Richards-Carson,Central,Maria Montgomery,Conference Table,Furniture,5,1755.21,8776.05,15,1316.41,7459.64,65,Completed
ORD-2023-06998,5/25/2023,,Central,Maria Montgomery,Wireless Mouse,Electronics,8,157.12,1256.96,15,188.54,1068.42,81,COMPLETED
ORD-2023-08167,2/18/2023,"Shaw, Nelson and Martin",South,Matthew Moore,Desktop Station,Electronics,9,1531.99,13787.91,0,0,13787.91,9,Completed
ORD-2022-06692,10/11/2022,Terry-Martinez,,Christopher Davis,Stapler Pro,Office Supplies,4,134.54,538.16,0,0,538.16,81,Completed
ORD-2023-07389,11/13/2023,Reid Group,East,Anthony Gonzalez,Wireless Mouse,Electronics,8,1873.29,14986.32,20,2997.26,11989.06,27,Completed
ORD-2023-01645,10/25/2023,"Martin, Rose and Obrien",West,Linda Wolfe,Keyboard Elite,Electronics,1,$530.62 ,530.62,5,26.53,504.09,34,Cancelled
ORD-2022-10063,4/19/2022,"Branch, Torres and Oliver",West,Susan Rogers,Bookshelf,Furniture,7,1669.4,11685.8,20,2337.16,9348.64,14,Completed
ORD-2024-02836,9/29/2024,Collier-Gillespie,Central,Jeffery Wagner,"Monitor 27""",Electronics,6,629.3,3775.8,0,0,3775.8,61,Completed
ORD-2023-03581,10/24/2023,Walker-Jones,West,Linda Wolfe,Pen Set,Office Supplies,8,$46.33 ,370.64,5,18.53,352.11,26,Completed
ORD-2022-08288,5/27/2022,"Downs, Morris and Maddox",North,Craig Ramirez,Stapler Pro,Office Supplies,9,73.89,665.01,20,133,532.01,66,COMPLETED
ORD-2023-08222,6/21/2023,Graham Group,South,Christopher Davis,  Keyboard Elite  ,Electronics,7,1115.18,7806.26,5,390.31,7415.95,28,COMPLETED
ORD-2022-05999,2/22/2022,"Hoffman, Santiago and Jenkins",North,Danielle Johnson,Paper Ream,Office Supplies,9,131.64,1184.76,10,118.48,1066.28,,Completed
ORD-2023-02477,3/2/2023,"Downs, Morris and Maddox",Central,Cynthia Diaz,  Stapler Pro  ,Office Supplies,6,112.1,672.6,5,33.63,638.97,53,Completed
ORD-2023-07837,4/26/2023,Harrell LLC,East,Matthew Moore,Conference Table,Furniture,4,223.17,892.68,10,89.27,803.41,27,Completed
ORD-2024-08601,3/27/2024,,South,Patricia Miller,Notebook Pack,Office Supplies,10,76.58,765.8,0,0,765.8,50,Completed
ORD-2023-05949,6/8/2023,,Central,Danielle Johnson,Desktop Station,Electronics,8,1426.95,11415.6,0,0,11415.6,85,Completed
ORD-2024-06260,9/6/2024,Reed Inc,Central,Robert Johnson,Filing Cabinet,Furniture,6,1284.62,7707.72,0,0,7707.72,18,Completed
ORD-2023-09766,12/21/2023,Taylor and Sons,Est,Jeffrey Lawrence,Keyboard Elite,Electronics,9,"$1,603.98 ",14435.82,5,721.79,13714.03,16,Completed
ORD-2022-04684,9/29/2022,Parker-Morrison,West,Patricia Miller,Conference Table,Furniture,10,$230.31 ,2303.1,10,230.31,2072.79,,Completed
ORD-2022-02664,9/23/2022,Walsh LLC,East,Christopher Davis,Calculator,Office Supplies,5,114.92,574.6,15,86.19,488.41,55,Completed
ORD-2022-07022,7/20/2022,"Tapia, Vaughn and Lee",Central,Patricia Miller,Bookshelf,Furniture,6,"$1,481.34 ",8888.04,,0,8888.04,28,Completed
ORD-2023-05861,21/07/2023,Walker Ltd,Central,Christopher Hall,Office Chair,Furniture,9,1008.16,9073.44,15,1361.02,7712.42,57,Completed
ORD-2022-01794,4/3/2022,,West,Cynthia Diaz,Desktop Station,Electronics,6,1128.19,6769.14,10,676.91,6092.23,58,Completed
ORD-2022-10493,9/9/2022,Nolan and Sons,South,Robert Johnson,Stapler Pro,Office Supplies,5,88.19,440.95,10,44.09,396.86,38,Completed
ORD-2022-03846,10/24/2022,Gutierrez-Lopez,East,Robert Johnson,Filing Cabinet,Furniture,2,481.13,962.26,0,0,962.26,47,COMPLETED
ORD-2023-02760,5/2/2023,,West,Joshua Walker,Conference Table,Furniture,43,1580.53,67962.79,0,0,67962.79,30,COMPLETED
ORD-2024-07773,12/7/2024,Jones Inc,Central,Jeremy Roberts,Conference Table,Furniture,8,1030.91,8247.28,,0,8247.28,55,Completed
ORD-2024-04412,10/6/2024,,North,Maria Montgomery,Desktop Station,Electronics,1,1894.15,1894.15,20,378.83,1515.32,9,Completed
ORD-2024-10215,6/6/2024,"Martin, Rose and Obrien",East,Michelle Ray,Filing Cabinet,Furniture,3,1704.8,5114.4,0,0,5114.4,76,COMPLETED
ORD-2022-01456,6/6/2022,Byrd-Le,North,Maria Montgomery,Pen Set,Office Supplies,9,20.56,185.04,15,27.76,157.28,52,Completed
ORD-2024-09789,19/03/2024,"Gallegos, Adams and White",North,Robert Johnson,Desktop Station,Electronics,3,1301.12,3903.36,5,195.17,3708.19,49,Cancelled
ORD-2023-05443,6/13/2023,"Beard, Peters and Black",Central,Lisa Smith,"Monitor 27""",Electronics,5,1849.8,9249,15,1387.35,7861.65,40,Cancelled
ORD-2022-07174,2/21/2022,"Ramirez, Strickland and Washington",East,Melanie Munoz,Pen Set,Office Supplies,8,79.73,637.84,10,63.78,574.06,25,Completed
ORD-2023-06960,4/7/2023,"Booker, Jones and Harrington",East,Jeremy Roberts,Desktop Station,Electronics,32,2403.9,76924.8,15,11538.72,65386.08,7,Completed
ORD-2024-01684,2/3/2024,King-York,Central,Jeremy Roberts,Office Chair,Furniture,2,923.86,1847.72,5,92.39,1755.33,69,Completed
ORD-2023-01723,10/6/2023,Castaneda-Ashley,East,Christopher Hall,Desktop Station,Electronics,8,1244.87,9958.96,20,1991.79,7967.17,72,Completed
ORD-2022-05206,2/11/2022,"Harper, Smith and Buchanan",West,Michelle Ray,Keyboard Elite,Electronics,8,2054.34,16434.72,0,0,16434.72,36,Completed
ORD-2024-05372,6/21/2024,Harvey-Allen,East,Linda Wolfe,Paper Ream,Office Supplies,1,101.62,101.62,20,20.32,81.3,39,COMPLETED
ORD-2022-06557,10/3/2022,"James, Stewart and Higgins",North,Matthew Moore,Pen Set,Office Supplies,6,85.63,513.78,0,0,513.78,37,Completed
ORD-2024-03949,11/2/2024,Parker-Morrison,Sout,Amanda Dudley,"Monitor 27""",Electronics,5,719.1,3595.5,0,0,3595.5,,Completed
ORD-2023-04881,9/17/2023,Morrison Ltd,Central,Nicholas Arnold,"Monitor 27""",Electronics,1,949.99,949.99,0,0,949.99,1,Completed
ORD-2022-04136,12/1/2022,Harrell LLC,East,Danielle Johnson,Pen Set,Office Supplies,4,52.17,208.68,5,10.43,198.25,,Completed
ORD-2023-03894,7/25/2023,,East,Patricia Miller,Pen Set,Office Supplies,3,40.5,121.5,0,0,121.5,35,Completed
ORD-2024-06967,9/23/2024,Wagner-King,North,Nicholas Arnold,Desktop Station,Electronics,2,582.03,1164.06,15,174.61,989.45,50,COMPLETED
ORD-2024-02500,12/20/2024,Castaneda-Ashley,South,Lindsay Blair,Wireless Mouse,Electronics,8,1268.7,10149.6,10,1014.96,9134.64,87,Completed
ORD-2023-01698,7/24/2023,Williams-Brown,North,Amanda Dudley,Wireless Mouse,Electronics,8,202.99,1623.92,15,243.59,1380.33,25,Completed
ORD-2024-08204,4/30/2024,,,Joshua Walker,Office Chair,Furniture,16,1710.76,27372.16,0,0,27372.16,82,Completed
ORD-2023-10345,18/01/2023,Garner-Thornton,Central,Matthew Moore,Laptop Pro,Electronics,8,$932.66 ,7461.28,0,0,7461.28,7,Completed
ORD-2023-06660,4/14/2023,Fernandez and Sons,North,Matthew Moore,Pen Set,Office Supplies,2,94.25,188.5,10,18.85,169.65,74,Completed
ORD-2023-06214,3/18/2023,"Williams, Mccoy and Cook",Central,Cynthia Diaz,Filing Cabinet,Furniture,9,441.64,3974.76,0,0,3974.76,77,Completed
ORD-2023-02590,1/10/2023,Hill Inc,West,Christopher Hall,Calculator,Office Supplies,4,100.65,402.6,5,20.13,382.47,73,Completed
ORD-2024-09218,21/04/2024,"Reyes, Chase and Jenkins",South,Janet Williams,Notebook Pack,Office Supplies,7,55.76,390.32,0,0,390.32,48,Completed
ORD-2023-03047,6/18/2023,"Conner, Li and Santiago",,Christopher Hall,Wireless Mouse,Electronics,4,2381.01,9524.04,0,0,9524.04,47,Completed
ORD-2023-03895,1/13/2023,Scott and Sons,West,Christopher Davis,Office Chair,Furniture,5,"$1,092.24 ",5461.2,20,1092.24,4368.96,23,COMPLETED
ORD-2024-05448,12/5/2024,"Bryan, Smith and Booth",South,Linda Wolfe,Paper Ream,Office Supplies,3,$125.96 ,377.88,0,0,377.88,76,Completed
ORD-2022-09828,8/17/2022,George Group,Central,Linda Wolfe,Filing Cabinet,Furniture,9,1310.81,11797.29,10,1179.73,10617.56,6,Completed
ORD-2022-03761,30/07/2022,Novak PLC,Central,Christopher Davis,Standing Desk,Furniture,7,349.45,2446.15,5,122.31,2323.84,11,Completed
ORD-2022-10178,7/30/2022,Jones-Hensley,South,Lindsay Blair,Pen Set,Office Supplies,6,75.87,455.22,15,68.28,386.94,66,Completed
ORD-2024-10241,6/12/2024,Gregory-Watkins,South,Craig Ramirez,Laptop Pro,Electronics,10,514.76,5147.6,,514.76,4632.84,44,Completed
ORD-2023-04830,9/29/2023,Coffey-Phillips,Central,Matthew Moore,Laptop Pro,Electronics,4,579.99,2319.96,0,0,2319.96,30,Completed
ORD-2024-07386,10/15/2024,"Hall, Baker and Moody",North,Maria Montgomery,Pen Set,Office Supplies,8,62.32,498.56,0,0,498.56,33,Completed
ORD-2023-04949,8/7/2023,Ryan PLC,Central,Lindsay Blair,"Monitor 27""",Electronics,1,2348.93,2348.93,0,0,2348.93,70,COMPLETED
ORD-2022-08090,10/19/2022,"Ramirez, Strickland and Washington",East,Jeremy Roberts,Conference Table,Furniture,5,1108.93,5544.65,20,1108.93,4435.72,44,Completed
ORD-2024-06093,11/5/2024,Sheppard LLC,East,Maria Montgomery,Laptop Pro,Electronics,26,1996.99,51921.74,0,0,51921.74,39,Completed
ORD-2024-05831,9/13/2024,"Brooks, Lam and Hayes",West,Patricia Miller,Pen Set,Office Supplies,9,26.7,240.3,0,0,240.3,14,Completed
ORD-2024-03226,1/29/2024,Davis-Gregory,South,Debra Gardner,Office Chair,Furniture,7,436.49,3055.43,10,305.54,2749.89,48,Completed
ORD-2022-04440,7/6/2022,"Johnson, Miller and King",West,Danielle Johnson,Paper Ream,Office Supplies,1,143.78,143.78,0,0,143.78,,Cancelled
ORD-2022-03841,5/2/2022,Cooper Ltd,North,Debra Gardner,Standing Desk,Furniture,7,"$1,113.63 ",7795.41,0,0,7795.41,80,Completed
ORD-2024-04750,13/03/2024,Johnston-Odonnell,Central,Jill Rhodes,Office Chair,Furniture,9,1369.31,12323.79,0,0,12323.79,56,Completed
ORD-2024-08813,20/09/2024,"Lloyd, Mckinney and Collins",South,Jeremy Roberts,Wireless Mouse,Electronics,8,415.82,3326.56,0,0,3326.56,69,Completed
ORD-2023-01683,3/6/2023,Arnold and Sons,Central,Jeremy Roberts,Notebook Pack,Office Supplies,6,114.3,685.8,0,0,685.8,36,Completed
ORD-2024-10935,5/1/2024,Garcia LLC,North,Matthew Moore,Calculator,Office Supplies,3,71.12,213.36,,0,213.36,49,Completed
ORD-2022-06604,8/5/2022,Parker-Morrison,Central,Lindsay Blair,Notebook Pack,Office Supplies,6,27.79,166.74,10,16.67,150.07,61,Completed
ORD-2022-02439,26/05/2022,"Diaz, Gibbs and Smith",South,Debra Gardner,Bookshelf,Furniture,3,301.81,905.43,15,135.81,769.62,23,COMPLETED
ORD-2023-02714,3/18/2023,Rodriguez-Hall,East,Jeffrey Lawrence,Conference Table,Furniture,8,879.82,7038.56,0,0,7038.56,28,Cancelled
ORD-2024-03686,11/14/2024,"Brennan, Wallace and Benson",West,Christopher Davis,conference table,Furniture,1,1444.85,1444.85,0,0,1444.85,77,COMPLETED
ORD-2023-07898,18/06/2023,"Sparks, Jackson and Miller",West,Craig Ramirez,Desktop Station,Electronics,2,839.81,1679.62,0,0,1679.62,73,COMPLETED
ORD-2024-05196,18/01/2024,Osborne LLC,East,Lindsay Blair,Desktop Station,Electronics,10,1095.06,10950.6,20,2190.12,8760.48,57,Completed
ORD-2022-01144,8/22/2022,Hancock Inc,South,Debra Gardner,Filing Cabinet,Furniture,32,1015.92,32509.44,0,0,32509.44,19,Completed
ORD-2022-01841,10/22/2022,"Turner, Ortiz and Taylor",South,Joshua Walker,"Monitor 27""",Electronics,5,750.55,3752.75,5,187.64,3565.11,42,Completed
ORD-2024-02068,8/27/2024,,Central,Lindsay Blair,Keyboard Elite,Electronics,3,1943.39,5830.17,0,0,5830.17,47,Completed
ORD-2023-01032,12/9/2023,Brown Group,Central,Lisa Smith,Bookshelf,Furniture,9,1774.17,15967.53,0,0,15967.53,85,Completed
ORD-2022-04418,12/5/2022,"Richardson, Farmer and Andrews",South,Nicholas Arnold,Notebook Pack,Office Supplies,9,115.14,1036.26,10,103.63,932.63,63,Completed
ORD-2022-02736,25/03/2022,Paul-Kline,South,Matthew Moore,Stapler Pro,Office Supplies,50,64.63,3231.5,5,161.58,3069.92,48,Completed
ORD-2023-08850,5/3/2023,,West,Jeffery Wagner,Office Chair,Furniture,7,745.1,5215.7,0,0,5215.7,19,Completed
ORD-2023-09585,9/24/2023,"Burke, Martinez and Riggs",East,Jeffery Wagner,Stapler Pro,Office Supplies,3,$88.86 ,266.58,0,0,266.58,34,Completed
ORD-2024-04983,11/4/2024,Wilkerson-Day,South,Cynthia Diaz,Standing Desk,Furniture,7,1599.48,11196.36,5,559.82,10636.54,22,Completed
ORD-2023-07035,2/14/2023,"Johnston, Sanchez and Kennedy",Central,Craig Ramirez,Conference Table,Furniture,4,1775.91,7103.64,5,355.18,6748.46,21,Completed
ORD-2024-05755,11/9/2024,"Shaw, Nelson and Martin",South,Melanie Munoz,Pen Set,Office Supplies,8,104.59,836.72,0,0,836.72,76,Completed
ORD-2023-09571,12/2/2023,"Hernandez, Martinez and Weber",South,Amanda Dudley,Laptop Pro,Electronics,10,1859.59,18595.9,0,0,18595.9,62,Completed
ORD-2024-06994,11/4/2024,Smith PLC,West,Amanda Dudley,laptop pro,Electronics,1,242.21,242.21,15,36.33,205.88,25,Completed
ORD-2023-03677,8/5/2023,Allen-Allen,South,Linda Wolfe,Calculator,Office Supplies,2,16.7,33.4,0,0,33.4,53,COMPLETED
ORD-2022-06906,8/10/2022,"Thomas, Lee and Greene",North,Patricia Miller,Calculator,Office Supplies,7,99.46,696.22,20,139.24,556.98,2,Completed
ORD-2022-04871,3/10/2022,Collins Group,Central,Craig Ramirez,Conference Table,Furniture,7,"$1,089.46 ",7626.22,10,762.62,6863.6,,Completed
ORD-2024-02702,12/26/2024,Castaneda-Rodriguez,North,Patricia Miller,Office Chair,Furniture,9,989.04,8901.36,0,0,8901.36,18,Completed
ORD-2023-04243,12/29/2023,"Beard, Peters and Black",North,Jeffery Wagner,Standing Desk,Furniture,7,1732.55,12127.85,0,0,12127.85,72,Completed
ORD-2022-02145,11/4/2022,"Brooks, Lam and Hayes",,Lisa Smith,Filing Cabinet,Furniture,3,1746.67,5240.01,0,0,5240.01,38,Completed
ORD-2022-10193,8/30/2022,Walsh LLC,North,Jeremy Roberts,Paper Ream,Office Supplies,5,64.14,320.7,0,0,320.7,70,Completed
ORD-2023-07726,8/13/2023,"Hoffman, Baker and Richards",Central,Anthony Gonzalez,Standing Desk,Furniture,5,242.09,1210.45,15,181.57,1028.88,80,Completed
ORD-2024-06014,11/24/2024,Rangel LLC,South,Danielle Johnson,Standing Desk,Furniture,1,754.55,754.55,5,37.73,716.82,8,Completed
